id_comp,names,mol_weight,formula,n_heavy_atom,n_arom_heavy_atom,csp3,n_rotate_bond,n_hbond_acceptors,n_hbond_donors,molar_refrac,tpsa,ilogp,xlogp3,wlogp,mlogp,silicosit,consensus_log,esol_logs,esol_solub_mg,esol_solub_mol,esol_class,ali_logs,ali_solub_mg,ali_solub_mol,ali_class,silicosit_logs,silicosit_solub_mg,silicosit_solub_mol,silicosit_class,gi_absorp,bbb_permeant,pgp_substrate,cyp1a2,cyp2c19,cyp2c9,cyp2d6,cyp3a4,logkp,lipinski,ghose,veber,egan,muegge,bioavail
1916,"Fulvine",309.36,C16H23NO5,22,0,0.75,0,6,1,82.79,76.07,2.24,0.21,0.11,1.04,0.74,0.87,-1.89,3.98,0.0129,Very soluble,-1.37,13.3,0.043,Very soluble,-1.47,10.5,0.0338,Soluble,High,No,No,No,No,No,No,No,-8.04,0,0,0,0,0,0.55
1927,"Heliosupine; 7-Angelyl-9-echimidinylheliotridine",397.46,C20H31NO7,28,0,0.7,9,8,3,106.02,116.53,2.95,0.74,-0.08,0.3,1,0.98,-2.18,2.65,0.00666,Soluble,-2.77,0.681,0.00171,Soluble,-0.6,99.8,0.251,Soluble,High,No,Yes,No,No,No,No,No,-8.2,0,0,0,0,0,0.55
1928,"Heliotridine",155.19,C8H13NO2,11,0,0.75,1,3,2,45,43.7,1.36,-1.29,-1.03,-0.12,-0.06,-0.23,0.08,185,1.19,Highly soluble,0.87,1150,7.41,Highly soluble,0.32,321,2.07,Soluble,High,No,No,No,No,No,No,No,-8.16,0,2,0,0,1,0.55
1929,"Heliotrine; 9-Heliotrylheliotridine",313.39,C16H27NO5,22,0,0.81,7,6,2,85.87,79.23,2.81,0.91,-0.05,0.32,0.86,0.97,-1.89,4,0.0128,Very soluble,-2.16,2.17,0.00693,Soluble,-0.81,48.8,0.156,Soluble,High,No,No,No,No,No,No,No,-7.57,0,0,0,0,0,0.55
1931,"Indicine",299.36,C15H25NO5,21,0,0.8,6,6,3,81.14,90.23,3.54,-0.44,-0.71,0.07,0.32,0.56,-1.02,28.4,0.0949,Very soluble,-0.99,30.7,0.102,Very soluble,-0.11,231,0.773,Soluble,High,No,Yes,No,No,No,No,No,-8.44,0,1,0,0,0,0.55
1933,"Integerrimine",335.39,C18H25NO5,24,0,0.67,0,6,1,91.93,76.07,2.95,1.08,0.81,1.43,1.46,1.55,-2.6,0.843,0.00251,Soluble,-2.27,1.8,0.00538,Soluble,-2,3.39,0.0101,Soluble,High,No,No,No,No,No,No,No,-7.58,0,0,0,0,0,0.55
1935,"Intermedine; 9-(+)-Trachelanthylretronecine",299.36,C15H25NO5,21,0,0.8,6,6,3,81.14,90.23,2.43,-0.44,-0.71,0.07,0.32,0.33,-1.02,28.4,0.0949,Very soluble,-0.99,30.7,0.102,Very soluble,-0.11,231,0.773,Soluble,High,No,Yes,No,No,No,No,No,-8.44,0,1,0,0,0,0.55
1938,"Isolycopsamine",299.36,C15H25NO5,21,0,0.8,6,6,3,81.14,90.23,2.2,-0.44,-0.71,0.07,0.32,0.29,-1.02,28.4,0.0949,Very soluble,-0.99,30.7,0.102,Very soluble,-0.11,231,0.773,Soluble,High,No,Yes,No,No,No,No,No,-8.44,0,1,0,0,0,0.55
1939,"Jacobine",351.39,C18H25NO6,25,0,0.78,0,7,1,91.41,88.6,2.81,0.3,0.02,0.72,1.06,0.98,-2.21,2.18,0.0062,Soluble,-1.72,6.65,0.0189,Very soluble,-1.73,6.6,0.0188,Soluble,High,No,Yes,No,No,No,No,No,-8.23,0,0,0,0,0,0.55
1940,"Lasiocarpine; 7-Angelyl-9-lasiocarpylheliotridine",411.49,C21H33NO7,29,0,0.71,10,8,2,110.75,105.53,3.94,1.28,0.58,0.52,1.56,1.58,-2.54,1.19,0.0029,Soluble,-3.1,0.33,0.000802,Soluble,-1.29,21.1,0.0512,Soluble,High,No,Yes,No,No,No,No,No,-7.9,0,0,0,0,0,0.55
1942,"Latifoline; (+)-Latifoline",393.43,C20H27NO7,28,0,0.65,7,8,1,102.83,102.37,2.98,0.86,0.35,1.02,1.39,1.32,-2.36,1.72,0.00437,Soluble,-2.59,1,0.00255,Soluble,-1.49,12.8,0.0326,Soluble,High,No,No,No,No,No,No,No,-8.09,0,0,0,0,0,0.55
1945,"Lycopsamine; 9-Viridiflorylretronecine",299.36,C15H25NO5,21,0,0.8,6,6,3,81.14,90.23,2.41,-0.44,-0.71,0.07,0.32,0.33,-1.02,28.4,0.0949,Very soluble,-0.99,30.7,0.102,Very soluble,-0.11,231,0.773,Soluble,High,No,Yes,No,No,No,No,No,-8.44,0,1,0,0,0,0.55
1946,"Macrophylline",239.31,C13H21NO3,17,0,0.77,4,4,1,69.16,49.77,2.81,1.32,0.57,1.19,1.06,1.39,-1.89,3.07,0.0128,Very soluble,-1.97,2.59,0.0108,Very soluble,-0.85,33.5,0.14,Soluble,High,Yes,No,No,No,No,No,No,-6.82,0,0,0,0,0,0.55
1948,"Monocrotaline",325.36,C16H23NO6,23,0,0.75,0,7,2,83.99,96.3,2.48,-0.73,-0.77,0.24,0.24,0.29,-1.4,13,0.0401,Very soluble,-0.82,49.7,0.153,Very soluble,-1.11,25.5,0.0783,Soluble,High,No,Yes,No,No,No,No,No,-8.8,0,1,0,0,0,0.55
1949,"Nemorensine; C(16a)-Homo-21-norsenecionan-11,16a-dione, 12,15-epoxy-1,2,15,20-tetrahydro-, (1alpha,12R,15R)-",337.41,C18H27NO5,24,0,0.89,0,6,0,90.73,65.07,2.91,1.69,1.13,1.61,1.72,1.81,-3,0.34,0.00101,Soluble,-2.67,0.719,0.00213,Soluble,-2.56,0.931,0.00276,Soluble,High,Yes,No,No,No,No,No,No,-7.16,0,0,0,0,0,0.55
1951,"Otonecine; (1R,4beta,7abeta)-2,3,5,7a-Tetrahydro-1,7a-dihydroxy-7-(hydroxymethyl)-4-methyl-1H-pyrrolizin-4-ium",185.22,C9H15NO3,13,0,0.67,1,4,2,52.12,60.77,1.4,-0.41,-1.21,-0.77,0.06,-0.19,-0.66,40.1,0.217,Very soluble,-0.4,73.4,0.396,Very soluble,-0.21,113,0.61,Soluble,High,No,No,No,No,No,No,No,-7.72,0,1,0,0,1,0.55
1952,"Parsonsine",439.5,C22H33NO8,31,0,0.77,2,9,2,114.12,122.6,3.25,0.95,0.18,0.77,1.24,1.28,-3.03,0.409,0.00093,Soluble,-3.11,0.34,0.000773,Soluble,-2.08,3.7,0.00841,Soluble,High,No,Yes,No,No,No,No,No,-8.31,0,0,0,0,0,0.55
1953,"Petasitenine",381.42,C19H27NO7,27,0,0.74,0,8,1,98.53,105.67,2.34,0.63,-0.16,0.07,1.26,0.83,-2.6,0.954,0.0025,Soluble,-2.42,1.44,0.00377,Soluble,-2.22,2.31,0.00607,Soluble,High,No,Yes,No,No,No,No,No,-8.18,0,0,0,0,0,0.55
1955,"Phalaenopsine T",361.43,C20H27NO5,26,6,0.6,9,6,1,100.25,76.07,2.97,2.08,1.17,1.8,2.42,2.09,-2.97,0.389,0.00108,Soluble,-3.31,0.178,0.000493,Soluble,-3.62,0.0871,0.000241,Soluble,High,No,No,No,No,No,No,No,-7.03,0,0,0,0,0,0.55
1956,"Platyphylline",337.41,C18H27NO5,24,0,0.78,0,6,1,92.4,76.07,2.77,1.93,0.89,1.52,1.47,1.72,-3.15,0.24,0.000711,Soluble,-3.15,0.238,0.000706,Soluble,-2.01,3.27,0.00971,Soluble,High,No,No,No,No,No,No,No,-6.99,0,0,0,0,0,0.55
1957,"Retrorsine",351.39,C18H25NO6,25,0,0.67,1,7,2,93.09,96.3,2.45,0.59,-0.22,0.63,0.85,0.86,-2.32,1.67,0.00474,Soluble,-2.19,2.29,0.00652,Soluble,-1.43,13.1,0.0373,Soluble,High,No,Yes,No,No,No,No,No,-8.02,0,0,0,0,0,0.55
1964,"Riddelline; 18-Hydroxyseneciphylline",349.38,C18H23NO6,25,0,0.56,1,7,2,92.62,96.3,2.71,0.19,-0.3,0.54,1.12,0.85,-2.06,3.04,0.00871,Soluble,-1.77,5.92,0.017,Very soluble,-1.66,7.66,0.0219,Soluble,High,No,No,No,No,No,No,No,-8.3,0,0,0,0,0,0.55
1966,"Rinderine; 9-(+)-Trachelanthylheliotridine",299.36,C15H25NO5,21,0,0.8,6,6,3,81.14,90.23,2.44,-0.44,-0.71,0.07,0.32,0.34,-1.02,28.4,0.0949,Very soluble,-0.99,30.7,0.102,Very soluble,-0.11,231,0.773,Soluble,High,No,Yes,No,No,No,No,No,-8.44,0,1,0,0,0,0.55
1968,"Rosmarinine; Senecionan-11,16-dione, 1,2-dihydro-2,12-dihydroxy-, (1alpha,2alpha)-",353.41,C18H27NO6,25,0,0.78,0,7,2,93.57,96.3,2.56,0.95,-0.14,0.72,0.58,0.93,-2.63,0.829,0.00235,Soluble,-2.56,0.975,0.00276,Soluble,-1.2,22.5,0.0635,Soluble,High,No,Yes,No,No,No,No,No,-7.78,0,0,0,0,0,0.55
1971,"Sarracine; 7-Angelyl-9-sarracinylplatynecine",337.41,C18H27NO5,24,0,0.67,8,6,1,94.01,76.07,3.28,1.84,1.06,1.43,1.84,1.89,-2.56,0.923,0.00273,Soluble,-3.06,0.295,0.000875,Soluble,-1.39,13.8,0.0409,Soluble,High,No,No,No,No,No,No,No,-7.05,0,0,0,0,0,0.55
1973,"Seneciphylline",333.38,C18H23NO5,24,0,0.56,0,6,1,91.46,76.07,2.92,0.69,0.73,1.34,1.73,1.48,-2.34,1.52,0.00455,Soluble,-1.86,4.55,0.0137,Very soluble,-2.23,1.98,0.00594,Soluble,High,No,No,No,No,No,No,No,-7.84,0,0,0,0,0,0.55
1974,"Senecivernine; 21-Norsenecionan-11,16-dione, 12-hydroxy-14-methyl-, (12zeta,13zeta)-",335.39,C18H25NO5,24,0,0.67,0,6,1,91.93,76.07,2.55,1.18,0.67,1.43,1.35,1.43,-2.66,0.729,0.00217,Soluble,-2.37,1.42,0.00423,Soluble,-2.12,2.54,0.00757,Soluble,High,No,No,No,No,No,No,No,-7.51,0,0,0,0,0,0.55
1977,"Senkirkine",365.42,C19H27NO6,26,0,0.63,0,7,1,99.05,93.14,2.18,1.42,0.63,0.77,1.66,1.33,-3,0.365,0.001,Soluble,-2.98,0.382,0.00105,Soluble,-2.49,1.19,0.00324,Soluble,High,No,No,No,No,No,No,No,-7.52,0,0,0,0,0,0.55
1980,"Supinidine",139.19,C8H13NO,10,0,0.75,1,2,1,43.84,23.47,1.46,-0.32,0,0.76,0.88,0.56,-0.44,51.1,0.367,Very soluble,0.29,270,1.94,Highly soluble,-0.48,46.3,0.333,Soluble,High,No,No,No,No,No,No,No,-7.38,0,1,0,0,1,0.55
1983,"Supinine; Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolizin-7-yl)methyl ester, (7aS-(7(2R*,3S*),7aR*))-",283.36,C15H25NO4,20,0,0.8,6,5,2,79.97,70,2.7,0.54,0.32,0.88,1.19,1.13,-1.54,8.15,0.0288,Very soluble,-1.58,7.43,0.0262,Very soluble,-0.92,33.8,0.119,Soluble,High,No,No,No,No,No,No,No,-7.65,0,0,0,0,0,0.55
1987,"Symlandine; 7-Angelyl-9-(-)-viridiflorylretronecine",381.46,C20H31NO6,27,0,0.7,9,7,2,104.82,96.3,3.76,2.14,0.81,1.09,1.74,1.91,-2.96,0.419,0.0011,Soluble,-3.79,0.0613,0.000161,Soluble,-1.19,24.7,0.0649,Soluble,High,No,No,No,No,No,No,No,-7.11,0,0,0,0,0,0.55
1988,"Symphytine; 7-Tiglyl-9-(-)-viridiflorylretronecine",381.46,C20H31NO6,27,0,0.7,9,7,2,104.82,96.3,3.27,2.14,0.81,1.09,1.74,1.81,-2.96,0.419,0.0011,Soluble,-3.79,0.0613,0.000161,Soluble,-1.19,24.7,0.0649,Soluble,High,No,No,No,No,No,No,No,-7.11,0,0,0,0,0,0.55
1989,"Triangularine; 6-Angelyl-9-sarracinylretronecine",335.39,C18H25NO5,24,0,0.56,8,6,1,93.53,76.07,3.26,1.8,0.98,1.34,1.83,1.84,-2.53,1,0.00298,Soluble,-3.02,0.323,0.000963,Soluble,-1.37,14.3,0.0426,Soluble,High,No,No,No,No,No,No,No,-7.07,0,0,0,0,0,0.55
1990,"Tussilagine",199.25,C10H17NO3,14,0,0.9,2,4,1,55.25,49.77,2.33,0.57,-0.38,0.46,0.4,0.68,-1.3,9.93,0.0498,Very soluble,-1.19,12.9,0.0649,Very soluble,-0.58,52.8,0.265,Soluble,High,No,No,No,No,No,No,No,-7.11,0,0,0,0,1,0.55
1991,"Uplandicine; 7-Acetyl-9-echimidinylretronecine",357.4,C17H27NO7,25,0,0.76,8,8,3,92.07,116.53,2.21,-0.45,-1.02,-0.31,0.1,0.11,-1.24,20.4,0.057,Very soluble,-1.53,10.5,0.0294,Very soluble,-0.15,251,0.701,Soluble,High,No,Yes,No,No,No,No,No,-8.8,0,1,0,0,0,0.55
1992,"Usaramine; Mucronatine",351.39,C18H25NO6,25,0,0.67,1,7,2,93.09,96.3,2.45,0.59,-0.22,0.63,0.85,0.86,-2.32,1.67,0.00474,Soluble,-2.19,2.29,0.00652,Soluble,-1.43,13.1,0.0373,Soluble,High,No,Yes,No,No,No,No,No,-8.02,0,0,0,0,0,0.55
2084,"Annuloline",337.37,C20H19NO4,25,17,0.15,6,5,0,96.78,53.72,3.88,4.22,4.32,1.85,4.6,3.77,-4.7,0.00677,2.01e-05,Moderately soluble,-5.06,0.00295,8.74e-06,Moderately soluble,-6.71,6.5e-05,1.93e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.36,0,0,0,0,0,0.55
2085,"Calycanthine",346.47,C22H26N4,26,12,0.45,0,2,2,118.96,30.54,2.83,3.92,1.13,3.53,2.12,2.71,-4.8,0.0055,1.59e-05,Moderately soluble,-4.26,0.019,5.49e-05,Moderately soluble,-6.15,0.000246,7.11e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.63,0,0,0,0,0,0.55
2087,"Candicine; Ammonium, (p-hydroxyphenethyl)trimethyl-",180.27,C11H18NO,13,6,0.45,3,1,1,55.03,20.23,-1.57,2.1,1.64,-1.56,1.63,0.45,-2.42,0.679,0.00377,Soluble,-2.16,1.26,0.007,Soluble,-3.85,0.0256,0.000142,Soluble,High,Yes,Yes,No,No,No,No,No,-5.91,0,0,0,0,1,0.55
2089,"Cephalotaxine",315.36,C18H21NO4,23,6,0.56,1,5,1,87.98,51.16,3.02,0.21,1.41,1.56,2,1.64,-2.05,2.78,0.00882,Soluble,-0.84,45.2,0.143,Very soluble,-3.07,0.269,0.000853,Soluble,High,Yes,Yes,No,No,No,Yes,No,-8.07,0,0,0,0,0,0.55
2090,"Cichorine",193.2,C10H11NO3,14,6,0.3,1,3,2,54.88,58.56,1.49,0.75,0.42,0.56,1.79,1,-1.76,3.35,0.0173,Very soluble,-1.56,5.33,0.0276,Very soluble,-2.83,0.284,0.00147,Soluble,High,No,No,No,No,No,No,No,-6.95,0,0,0,0,1,0.55
2091,"(+)-Elaeocarpine",257.33,C16H19NO2,19,6,0.56,0,3,0,77.41,29.54,2.93,2.56,2.04,2.08,2.62,2.45,-3.28,0.134,0.000522,Soluble,-2.83,0.382,0.00149,Soluble,-3.55,0.0722,0.000281,Soluble,High,Yes,No,No,No,No,Yes,No,-6.05,0,0,0,0,0,0.55
2092,"Elaeokanine C",211.3,C12H21NO2,15,0,0.92,3,3,1,63.74,40.54,2.19,1.4,0.82,1.07,1.38,1.37,-1.83,3.1,0.0147,Very soluble,-1.86,2.95,0.014,Very soluble,-1.32,10.1,0.0479,Soluble,High,Yes,No,No,No,No,No,No,-6.59,0,0,0,0,0,0.55
2094,"Halfordinol",238.24,C14H10N2O2,18,17,0,2,4,1,67.19,59.15,2.13,2.24,3.11,1.04,2.92,2.29,-3.3,0.121,0.000507,Soluble,-3.12,0.182,0.000762,Soluble,-5.33,0.00111,4.66e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.16,0,0,0,0,0,0.55
2095,"Harringtonine",531.59,C28H37NO9,38,6,0.64,10,10,2,139.86,123.99,3.89,0.46,1.81,1.2,2.87,2.05,-2.88,0.697,0.00131,Soluble,-2.63,1.24,0.00233,Soluble,-4.15,0.0377,7.1e-05,Moderately soluble,High,No,No,No,No,No,Yes,Yes,-9.22,1,3,0,0,0,0.55
2099,"Pilosine",286.33,C16H18N2O3,21,11,0.38,4,4,1,77.31,64.35,1.9,0.62,1.16,1.14,1.96,1.36,-2.13,2.13,0.00742,Soluble,-1.55,8.15,0.0284,Very soluble,-3.46,0.0981,0.000343,Soluble,High,Yes,No,No,No,No,No,No,-7.61,0,0,0,0,0,0.55
2106,"Acronidine",311.33,C18H17NO4,23,13,0.28,2,5,0,88.62,53.72,3.43,3.79,4.07,2,3.79,3.42,-4.44,0.0112,3.6e-05,Moderately soluble,-4.61,0.0076,2.44e-05,Moderately soluble,-5.7,0.000628,2.02e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.51,0,0,0,0,0,0.55
2108,"Acronycidine; Furo(2,3-b)quinoline, 4,5,7,8-tetramethoxy-",289.28,C15H15NO5,21,13,0.27,4,6,0,77.48,62.95,2.92,2.81,3.02,1.07,2.94,2.55,-3.6,0.073,0.000252,Soluble,-3.79,0.047,0.000163,Soluble,-5.09,0.00232,8.04e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.07,0,0,0,0,0,0.55
2109,"Acronycine; Acronine",321.37,C20H19NO3,24,14,0.25,1,3,0,97.59,40.46,3.22,3.67,3.78,2.5,3.97,3.43,-4.51,0.00993,3.09e-05,Moderately soluble,-4.21,0.0199,6.18e-05,Moderately soluble,-5.82,0.00049,1.52e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.65,0,0,0,0,0,0.55
2111,"Acrophylline",283.32,C17H17NO3,21,13,0.24,3,3,0,84.49,44.37,3.26,3.98,3.72,2.25,3.59,3.36,-4.36,0.0123,4.32e-05,Moderately soluble,-4.61,0.00691,2.44e-05,Moderately soluble,-5.07,0.00244,8.61e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.2,0,0,0,0,0,0.55
2112,"Aniflorine",351.4,C20H21N3O3,26,16,0.3,3,4,1,101.15,67.59,2.65,1.97,2,1.71,2.4,2.15,-3.52,0.107,0.000304,Soluble,-3.01,0.34,0.000966,Soluble,-5.37,0.0015,4.28e-06,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-7.04,0,0,0,0,0,0.55
2114,"Anisessine",349.38,C20H19N3O3,26,16,0.25,5,4,1,99.84,73.22,3.01,3.52,2.61,2.85,2.76,2.95,-4.35,0.0156,4.48e-05,Moderately soluble,-4.74,0.00634,1.81e-05,Moderately soluble,-6.02,0.000334,9.55e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.93,0,0,0,0,0,0.55
2116,"Anisotine",349.38,C20H19N3O3,26,16,0.25,4,4,1,100,73.22,3.21,3.02,2.57,2.85,2.89,2.91,-4.1,0.0277,7.94e-05,Moderately soluble,-4.22,0.0209,5.99e-05,Moderately soluble,-6,0.000347,9.93e-07,Poorly soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-6.29,0,0,0,0,0,0.55
2118,"Aurachin D",363.54,C25H33NO,27,10,0.4,8,1,1,120.38,32.86,4.8,7.58,6.8,4.54,7.98,6.34,-6.62,8.81e-05,2.42e-07,Poorly soluble,-8.11,2.84e-06,7.82e-09,Poorly soluble,-7.79,5.92e-06,1.63e-08,Poorly soluble,Low,No,No,No,Yes,No,No,Yes,-3.14,1,1,0,1,1,0.55
2119,"Arborine; Glycosine",250.3,C16H14N2O,19,16,0.12,2,2,0,76.72,34.89,2.33,2.47,2.52,3.13,3.4,2.77,-3.44,0.0911,0.000364,Soluble,-2.85,0.356,0.00142,Soluble,-5.72,0.000473,1.89e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.07,0,0,0,0,0,0.55
2120,"Arborinine",285.29,C16H15NO4,21,14,0.19,2,4,1,81.98,60.69,2.68,3.25,2.41,1.07,2.59,2.4,-4.02,0.0274,9.6e-05,Moderately soluble,-4.2,0.0181,6.34e-05,Moderately soluble,-4.52,0.0086,3.01e-05,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.73,0,0,0,0,0,0.55
2121,"Atalanine",610.61,C34H30N2O9,45,28,0.24,4,9,4,171.51,152.61,4.2,6.14,4.74,1.1,4.18,4.07,-7.69,1.25e-05,2.04e-08,Poorly soluble,-9.13,4.55e-07,7.46e-10,Poorly soluble,-7.72,1.17e-05,1.92e-08,Poorly soluble,Low,No,No,No,No,Yes,No,No,-5.67,2,3,1,1,3,0.17
2122,"Atalaphylline",379.45,C23H25NO4,28,14,0.26,4,4,4,115.58,93.55,3.82,6.31,4.82,2.52,5.56,4.61,-6.27,0.000202,5.32e-07,Poorly soluble,-8.06,3.28e-06,8.64e-09,Poorly soluble,-6.04,0.000349,9.2e-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-4.13,0,0,0,0,1,0.55
2124,"Balfourodine; (+)-Balfourodine",289.33,C16H19NO4,21,10,0.44,2,4,1,80.93,60.69,2.75,1.89,1.62,1.14,2.41,1.96,-3.04,0.261,0.000902,Soluble,-2.79,0.473,0.00163,Soluble,-3.6,0.0727,0.000251,Soluble,High,Yes,No,Yes,No,No,Yes,No,-6.72,0,0,0,0,0,0.55
2125,"Balfourodinium",304.36,C17H22NO4,22,10,0.47,3,4,1,85.49,51.8,0.06,2.6,1.76,1.73,2.54,1.74,-3.5,0.0955,0.000314,Soluble,-3.34,0.14,0.00046,Soluble,-3.82,0.0463,0.000152,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.31,0,0,0,0,0,0.55
2126,"Bucharaine",331.41,C19H25NO4,24,10,0.42,7,4,3,96.21,82.55,3.02,2.09,2.77,1.91,3.91,2.74,-3.06,0.29,0.000875,Soluble,-3.45,0.117,0.000352,Soluble,-4.73,0.00611,1.85e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.84,0,0,0,0,0,0.55
2129,"Bucharidine",331.41,C19H25NO4,24,10,0.53,2,4,3,95.03,82.55,2.61,1.89,3.05,1.99,3.83,2.67,-3.26,0.181,0.000547,Soluble,-3.25,0.188,0.000568,Soluble,-4.9,0.00414,1.25e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.98,0,0,0,0,0,0.55
2130,"Buntanine",355.38,C20H21NO5,26,14,0.25,3,5,3,103.26,91.92,3.13,4.5,3.33,1.39,3.32,3.14,-5.08,0.00296,8.34e-06,Moderately soluble,-6.15,0.000251,7.06e-07,Poorly soluble,-4.47,0.0119,3.35e-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,No,-5.27,0,0,0,0,0,0.55
2131,"Casimiroin",233.22,C12H11NO4,17,10,0.25,1,4,0,62.02,49.69,2.55,1.02,1.28,1.17,1.92,1.59,-2.3,1.17,0.00504,Soluble,-1.65,5.18,0.0222,Very soluble,-3.06,0.204,0.000875,Soluble,High,Yes,No,Yes,No,No,No,No,-7,0,0,0,0,0,0.55
2132,"Cusparine",307.34,C19H17NO3,23,16,0.21,4,4,0,88.56,40.58,3.55,4.23,3.76,2.79,4.63,3.79,-4.66,0.00671,2.18e-05,Moderately soluble,-4.79,0.00495,1.61e-05,Moderately soluble,-6.89,3.93e-05,1.28e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.17,0,0,0,0,0,0.55
2133,"Deoxypeganine; 3-Deoxyvasicine",172.23,C11H12N2,13,6,0.36,0,1,0,60.95,15.6,2.03,0.99,1.41,2.45,2.75,1.93,-1.87,2.31,0.0134,Very soluble,-0.91,21.4,0.124,Very soluble,-3.14,0.124,0.000719,Soluble,High,Yes,Yes,No,No,No,No,No,-6.65,0,0,0,0,1,0.55
2136,"Dictamnine",199.21,C12H9NO2,15,13,0.08,1,3,0,58.01,35.26,2.38,2.9,2.99,1.96,2.89,2.63,-3.48,0.0664,0.000333,Soluble,-3.3,0.0996,0.0005,Soluble,-4.72,0.00378,1.9e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.46,0,0,0,0,1,0.55
2137,"Dubamine",249.26,C16H11NO2,19,16,0.06,1,3,0,73.24,31.35,2.86,3.71,3.63,2.66,3.9,3.35,-4.28,0.0131,5.25e-05,Moderately soluble,-4.06,0.0217,8.72e-05,Moderately soluble,-5.98,0.000263,1.06e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.19,0,0,0,0,0,0.55
2138,"Dubinidine",275.3,C15H17NO4,20,10,0.4,3,5,2,74.36,71.81,1.17,1.45,1.29,0.97,2.19,1.41,-2.63,0.642,0.00233,Soluble,-2.56,0.752,0.00273,Soluble,-3.58,0.0726,0.000264,Soluble,High,No,Yes,No,No,No,No,No,-6.95,0,0,0,0,0,0.55
2139,"Echinopsine",159.18,C10H9NO,12,10,0.1,0,1,0,49.47,22,1.84,0.44,1.54,1.14,2.02,1.4,-1.72,3.03,0.019,Very soluble,-0.47,54,0.339,Very soluble,-3.16,0.111,0.000697,Soluble,High,Yes,No,Yes,No,No,No,No,-6.96,0,1,0,0,1,0.55
2140,"Echinorine; Quinolinium, 4-methoxy-1-methyl-",174.22,C11H12NO,13,10,0.18,1,1,0,54.03,13.11,-1.28,1.55,1.67,1.78,2.1,1.16,-2.4,0.694,0.00398,Soluble,-1.43,6.4,0.0367,Very soluble,-3.39,0.0711,0.000408,Soluble,High,Yes,Yes,No,No,No,No,No,-6.26,0,0,0,0,1,0.55
2141,"Evoprenine",339.39,C20H21NO4,25,14,0.25,4,4,1,100.74,60.69,3.61,4.75,3.75,1.94,3.81,3.57,-5.09,0.00278,8.18e-06,Moderately soluble,-5.75,0.000597,1.76e-06,Moderately soluble,-5.38,0.00143,4.22e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5,0,0,0,0,0,0.55
2142,"Evoxanthidine",269.25,C15H11NO4,20,14,0.13,1,4,1,74.63,60.55,2.24,2.76,2.42,1.23,3.48,2.43,-3.7,0.0537,0.000199,Soluble,-3.69,0.0554,0.000206,Soluble,-5.17,0.00184,6.84e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.98,0,0,0,0,0,0.55
2143,"Evoxine; 2,3-Butanediol, 1-((4,8-dimethoxyfuro(2,3-b)quinolin-7-yl)oxy)-3-methyl-, (+)-",347.36,C18H21NO6,25,13,0.39,6,7,2,92.58,94.18,3.22,2.16,2.51,0.46,2.72,2.22,-3.34,0.158,0.000454,Soluble,-3.77,0.0589,0.00017,Soluble,-4.67,0.00734,2.11e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-6.89,0,0,0,0,0,0.55
2146,"gamma-Fagarine; Fagarine",229.23,C13H11NO3,17,13,0.15,2,4,0,64.5,44.49,2.52,2.87,3,1.65,2.88,2.59,-3.5,0.072,0.000314,Soluble,-3.46,0.0788,0.000344,Soluble,-4.85,0.00322,1.4e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.66,0,0,0,0,0,0.55
2147,"Febrifugine",301.34,C16H19N3O3,22,10,0.44,4,5,2,86.88,84.22,2.39,0.08,0.09,0.38,1.41,0.87,-1.83,4.45,0.0148,Very soluble,-1.4,11.9,0.0396,Very soluble,-3.56,0.0828,0.000275,Soluble,High,No,No,No,No,No,No,No,-8.08,0,0,0,0,0,0.55
